# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-03-16 13:26:20 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03335500 WABASH RIVER AT LAFAYETTE, IN
# -----------------------------------------------------------------------------------
#
# Data provided for site 03335500
#            TS   parameter     statistic     Description
#         51608       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	51608_00060_00003	51608_00060_00003_cd
USGS	03335500	1954-05-16	2450	A
USGS	03335500	1954-05-17	2450	A
USGS	03335500	1954-05-18	2310	A
USGS	03335500	1954-05-19	2240	A
USGS	03335500	1954-05-20	2110	A
USGS	03335500	1954-05-21	2040	A
USGS	03335500	1954-05-22	1920	A
USGS	03335500	1954-05-23	1860	A
USGS	03335500	1954-05-24	1800	A
USGS	03335500	1954-05-25	1740	A
USGS	03335500	1954-05-26	1620	A
USGS	03335500	1954-05-27	1620	A
USGS	03335500	1954-05-28	2040	A
USGS	03335500	1954-05-29	3610	A
USGS	03335500	1954-05-30	4800	A
USGS	03335500	1954-05-31	3780	A
USGS	03335500	1954-06-01	4800	A
USGS	03335500	1954-06-02	11300	A
USGS	03335500	1954-06-03	11100	A
USGS	03335500	1954-06-04	10800	A
USGS	03335500	1954-06-05	9340	A
USGS	03335500	1954-06-06	7010	A
USGS	03335500	1954-06-07	5480	A
USGS	03335500	1954-06-08	4460	A
USGS	03335500	1954-06-09	5650	A
USGS	03335500	1954-06-10	6500	A
USGS	03335500	1954-06-11	5140	A
USGS	03335500	1954-06-12	4120	A
USGS	03335500	1954-06-13	3860	A
USGS	03335500	1954-06-14	3440	A
USGS	03335500	1954-06-15	3200	A
USGS	03335500	1954-06-16	2900	A
USGS	03335500	1954-06-17	2520	A
USGS	03335500	1954-06-18	2670	A
USGS	03335500	1954-06-19	3440	A
USGS	03335500	1954-06-20	2820	A
USGS	03335500	1954-06-21	2520	A
USGS	03335500	1954-06-22	2670	A
USGS	03335500	1954-06-23	2970	A
USGS	03335500	1954-06-24	2310	A
USGS	03335500	1954-06-25	2040	A
USGS	03335500	1954-06-26	1980	A
USGS	03335500	1954-06-27	1500	A
USGS	03335500	1954-06-28	1560	A
USGS	03335500	1954-06-29	1290	A
USGS	03335500	1954-06-30	1420	A
USGS	03335500	1954-07-01	1370	A
USGS	03335500	1954-07-02	1270	A
USGS	03335500	1954-07-03	1260	A
USGS	03335500	1954-07-04	1390	A
USGS	03335500	1954-07-05	1620	A
USGS	03335500	1954-07-06	1620	A
USGS	03335500	1954-07-07	1740	A
USGS	03335500	1954-07-08	2740	A
USGS	03335500	1954-07-09	3950	A
USGS	03335500	1954-07-10	3700	A
USGS	03335500	1954-07-11	3120	A
USGS	03335500	1954-07-12	2670	A
USGS	03335500	1954-07-13	2240	A
USGS	03335500	1954-07-14	2040	A
USGS	03335500	1954-07-15	1740	A
USGS	03335500	1954-07-16	1620	A
USGS	03335500	1954-07-17	1500	A
USGS	03335500	1954-07-18	1310	A
USGS	03335500	1954-07-19	1310	A
USGS	03335500	1954-07-20	1320	A
USGS	03335500	1954-07-21	1560	A
USGS	03335500	1954-07-22	1620	A
USGS	03335500	1954-07-23	1210	A
USGS	03335500	1954-07-24	1080	A
USGS	03335500	1954-07-25	1120	A
USGS	03335500	1954-07-26	1160	A
USGS	03335500	1954-07-27	1000	A
USGS	03335500	1954-07-28	1020	A
USGS	03335500	1954-07-29	1140	A
USGS	03335500	1954-07-30	1090	A
USGS	03335500	1954-07-31	1000	A
USGS	03335500	1954-08-01	990	A
USGS	03335500	1954-08-02	1060	A
USGS	03335500	1954-08-03	1150	A
USGS	03335500	1954-08-04	1250	A
USGS	03335500	1954-08-05	1400	A
USGS	03335500	1954-08-06	1560	A
USGS	03335500	1954-08-07	2380	A
USGS	03335500	1954-08-08	2040	A
USGS	03335500	1954-08-09	1920	A
USGS	03335500	1954-08-10	1680	A
USGS	03335500	1954-08-11	1460	A
USGS	03335500	1954-08-12	1420	A
USGS	03335500	1954-08-13	1340	A
USGS	03335500	1954-08-14	1250	A
USGS	03335500	1954-08-15	1160	A
USGS	03335500	1954-08-16	1060	A
USGS	03335500	1954-08-17	1560	A
USGS	03335500	1954-08-18	2110	A
USGS	03335500	1954-08-19	2380	A
USGS	03335500	1954-08-20	2110	A
USGS	03335500	1954-08-21	2380	A
USGS	03335500	1954-08-22	2450	A
USGS	03335500	1954-08-23	1980	A
USGS	03335500	1954-08-24	1800	A
USGS	03335500	1954-08-25	1500	A
USGS	03335500	1954-08-26	1680	A
USGS	03335500	1954-08-27	2110	A
USGS	03335500	1954-08-28	2180	A
USGS	03335500	1954-08-29	2520	A
USGS	03335500	1954-08-30	2110	A
USGS	03335500	1954-08-31	1800	A
USGS	03335500	1954-09-01	1680	A
USGS	03335500	1954-09-02	1410	A
USGS	03335500	1954-09-03	1280	A
USGS	03335500	1954-09-04	1250	A
USGS	03335500	1954-09-05	1140	A
USGS	03335500	1954-09-06	1040	A
USGS	03335500	1954-09-07	1070	A
USGS	03335500	1954-09-08	1190	A
USGS	03335500	1954-09-09	1040	A
USGS	03335500	1954-09-10	980	A
USGS	03335500	1954-09-11	980	A
USGS	03335500	1954-09-12	933	A
USGS	03335500	1954-09-13	924	A
USGS	03335500	1954-09-14	897	A
USGS	03335500	1954-09-15	888	A
USGS	03335500	1954-09-16	843	A
USGS	03335500	1954-09-17	852	A
USGS	03335500	1954-09-18	843	A
USGS	03335500	1954-09-19	1130	A
USGS	03335500	1954-09-20	1860	A
USGS	03335500	1954-09-21	3120	A
USGS	03335500	1954-09-22	3040	A
USGS	03335500	1954-09-23	3040	A
USGS	03335500	1954-09-24	2670	A
USGS	03335500	1954-09-25	1560	A
USGS	03335500	1954-09-26	825	A
USGS	03335500	1954-09-27	1130	A
USGS	03335500	1954-09-28	1180	A
USGS	03335500	1954-09-29	1070	A
USGS	03335500	1954-09-30	1010	A
USGS	03335500	1954-10-01	970	A
USGS	03335500	1954-10-02	990	A
USGS	03335500	1954-10-03	1060	A
USGS	03335500	1954-10-04	1390	A
USGS	03335500	1954-10-05	1860	A
USGS	03335500	1954-10-06	3420	A
USGS	03335500	1954-10-07	5650	A
USGS	03335500	1954-10-08	4800	A
USGS	03335500	1954-10-09	3780	A
USGS	03335500	1954-10-10	2970	A
USGS	03335500	1954-10-11	3440	A
USGS	03335500	1954-10-12	6800	A
USGS	03335500	1954-10-13	12400	A
USGS	03335500	1954-10-14	13500	A
USGS	03335500	1954-10-15	13700	A
USGS	03335500	1954-10-16	16700	A
USGS	03335500	1954-10-17	15800	A
USGS	03335500	1954-10-18	13100	A
USGS	03335500	1954-10-19	10800	A
USGS	03335500	1954-10-20	8980	A
USGS	03335500	1954-10-21	7540	A
USGS	03335500	1954-10-22	6500	A
USGS	03335500	1954-10-23	5650	A
USGS	03335500	1954-10-24	4970	A
USGS	03335500	1954-10-25	4460	A
USGS	03335500	1954-10-26	4460	A
USGS	03335500	1954-10-27	3950	A
USGS	03335500	1954-10-28	3870	A
USGS	03335500	1954-10-29	4800	A
USGS	03335500	1954-10-30	3780	A
USGS	03335500	1954-10-31	3360	A
USGS	03335500	1954-11-01	2900	A
USGS	03335500	1954-11-02	1680	A
USGS	03335500	1954-11-03	1370	A
USGS	03335500	1954-11-04	1310	A
USGS	03335500	1954-11-05	1300	A
USGS	03335500	1954-11-06	1290	A
USGS	03335500	1954-11-07	1310	A
USGS	03335500	1954-11-08	1350	A
USGS	03335500	1954-11-09	1560	A
USGS	03335500	1954-11-10	3610	A
USGS	03335500	1954-11-11	2670	A
USGS	03335500	1954-11-12	2240	A
USGS	03335500	1954-11-13	2110	A
USGS	03335500	1954-11-14	2110	A
USGS	03335500	1954-11-15	2110	A
USGS	03335500	1954-11-16	2040	A
USGS	03335500	1954-11-17	1380	A
USGS	03335500	1954-11-18	3520	A
USGS	03335500	1954-11-19	1680	A
USGS	03335500	1954-11-20	1680	A
USGS	03335500	1954-11-21	2180	A
USGS	03335500	1954-11-22	2450	A
USGS	03335500	1954-11-23	2310	A
USGS	03335500	1954-11-24	2600	A
USGS	03335500	1954-11-25	2310	A
USGS	03335500	1954-11-26	2310	A
USGS	03335500	1954-11-27	2520	A
USGS	03335500	1954-11-28	2820	A
USGS	03335500	1954-11-29	3200	A
USGS	03335500	1954-11-30	3950	A
USGS	03335500	1954-12-01	4970	A
USGS	03335500	1954-12-02	4120	A
USGS	03335500	1954-12-03	3700	A
USGS	03335500	1954-12-04	3440	A
USGS	03335500	1954-12-05	2970	A
USGS	03335500	1954-12-06	2820	A
USGS	03335500	1954-12-07	2520	A
USGS	03335500	1954-12-08	2380	A
USGS	03335500	1954-12-09	1920	A
USGS	03335500	1954-12-10	1740	A
USGS	03335500	1954-12-11	1560	A
USGS	03335500	1954-12-12	1560	A
USGS	03335500	1954-12-13	1470	A
USGS	03335500	1954-12-14	1800	A
USGS	03335500	1954-12-15	1860	A
USGS	03335500	1954-12-16	1920	A
USGS	03335500	1954-12-17	1980	A
USGS	03335500	1954-12-18	1980	A
USGS	03335500	1954-12-19	1920	A
USGS	03335500	1954-12-20	2040	A
USGS	03335500	1954-12-21	2110	A
USGS	03335500	1954-12-22	1980	A
USGS	03335500	1954-12-23	1680	A
USGS	03335500	1954-12-24	2240	A
USGS	03335500	1954-12-25	2180	A
USGS	03335500	1954-12-26	2040	A
USGS	03335500	1954-12-27	2310	A
USGS	03335500	1954-12-28	3950	A
USGS	03335500	1954-12-29	10400	A
USGS	03335500	1954-12-30	15600	A
USGS	03335500	1954-12-31	17900	A
USGS	03335500	1955-01-01	16200	A
USGS	03335500	1955-01-02	12800	A
USGS	03335500	1955-01-03	11100	A
USGS	03335500	1955-01-04	11300	A
USGS	03335500	1955-01-05	11900	A
USGS	03335500	1955-01-06	20900	A
USGS	03335500	1955-01-07	26300	A
USGS	03335500	1955-01-08	33600	A
USGS	03335500	1955-01-09	30000	A
USGS	03335500	1955-01-10	20900	A
USGS	03335500	1955-01-11	14200	A
USGS	03335500	1955-01-12	11000	A
USGS	03335500	1955-01-13	8620	A
USGS	03335500	1955-01-14	7360	A
USGS	03335500	1955-01-15	6670	A
USGS	03335500	1955-01-16	5990	A
USGS	03335500	1955-01-17	5480	A
USGS	03335500	1955-01-18	4970	A
USGS	03335500	1955-01-19	4630	A
USGS	03335500	1955-01-20	4120	A
USGS	03335500	1955-01-21	3780	A
USGS	03335500	1955-01-22	3400	A
USGS	03335500	1955-01-23	3200	A
USGS	03335500	1955-01-24	3000	A
USGS	03335500	1955-01-25	2860	A
USGS	03335500	1955-01-26	2700	A
USGS	03335500	1955-01-27	2600	A
USGS	03335500	1955-01-28	2500	A
USGS	03335500	1955-01-29	2430	A
USGS	03335500	1955-01-30	2390	A
USGS	03335500	1955-01-31	2330	A
USGS	03335500	1955-02-01	2500	A
USGS	03335500	1955-02-02	2750	A
USGS	03335500	1955-02-03	2600	A
USGS	03335500	1955-02-04	2500	A
USGS	03335500	1955-02-05	2450	A
USGS	03335500	1955-02-06	2340	A
USGS	03335500	1955-02-07	2400	A
USGS	03335500	1955-02-08	2450	A
USGS	03335500	1955-02-09	2670	A
USGS	03335500	1955-02-10	3200	A
USGS	03335500	1955-02-11	3360	A
USGS	03335500	1955-02-12	4460	A
USGS	03335500	1955-02-13	6500	A
USGS	03335500	1955-02-14	8440	A
USGS	03335500	1955-02-15	7540	A
USGS	03335500	1955-02-16	6160	A
USGS	03335500	1955-02-17	4200	A
USGS	03335500	1955-02-18	3860	A
USGS	03335500	1955-02-19	4800	A
USGS	03335500	1955-02-20	7180	A
USGS	03335500	1955-02-21	8440	A
USGS	03335500	1955-02-22	9880	A
USGS	03335500	1955-02-23	9520	A
USGS	03335500	1955-02-24	8620	A
USGS	03335500	1955-02-25	7010	A
USGS	03335500	1955-02-26	5990	A
USGS	03335500	1955-02-27	6500	A
USGS	03335500	1955-02-28	11000	A
USGS	03335500	1955-03-01	18100	A
USGS	03335500	1955-03-02	27200	A
USGS	03335500	1955-03-03	28700	A
USGS	03335500	1955-03-04	25100	A
USGS	03335500	1955-03-05	31800	A
USGS	03335500	1955-03-06	35000	A
USGS	03335500	1955-03-07	27500	A
USGS	03335500	1955-03-08	16200	A
USGS	03335500	1955-03-09	11900	A
USGS	03335500	1955-03-10	10100	A
USGS	03335500	1955-03-11	10100	A
USGS	03335500	1955-03-12	15500	A
USGS	03335500	1955-03-13	15800	A
USGS	03335500	1955-03-14	12800	A
USGS	03335500	1955-03-15	10200	A
USGS	03335500	1955-03-16	8620	A
USGS	03335500	1955-03-17	7720	A
USGS	03335500	1955-03-18	7900	A
USGS	03335500	1955-03-19	7540	A
USGS	03335500	1955-03-20	6500	A
USGS	03335500	1955-03-21	6330	A
USGS	03335500	1955-03-22	8800	A
USGS	03335500	1955-03-23	17700	A
USGS	03335500	1955-03-24	19600	A
USGS	03335500	1955-03-25	14200	A
USGS	03335500	1955-03-26	11500	A
USGS	03335500	1955-03-27	8800	A
USGS	03335500	1955-03-28	7540	A
USGS	03335500	1955-03-29	7360	A
USGS	03335500	1955-03-30	8440	A
USGS	03335500	1955-03-31	10200	A
USGS	03335500	1955-04-01	11000	A
USGS	03335500	1955-04-02	9700	A
USGS	03335500	1955-04-03	8080	A
USGS	03335500	1955-04-04	6670	A
USGS	03335500	1955-04-05	5820	A
USGS	03335500	1955-04-06	5480	A
USGS	03335500	1955-04-07	4970	A
USGS	03335500	1955-04-08	4630	A
USGS	03335500	1955-04-09	4290	A
USGS	03335500	1955-04-10	3950	A
USGS	03335500	1955-04-11	3860	A
USGS	03335500	1955-04-12	3950	A
USGS	03335500	1955-04-13	4460	A
USGS	03335500	1955-04-14	5990	A
USGS	03335500	1955-04-15	6840	A
USGS	03335500	1955-04-16	7360	A
USGS	03335500	1955-04-17	7010	A
USGS	03335500	1955-04-18	5650	A
USGS	03335500	1955-04-19	4970	A
USGS	03335500	1955-04-20	6160	A
USGS	03335500	1955-04-21	9160	A
USGS	03335500	1955-04-22	8980	A
USGS	03335500	1955-04-23	7540	A
USGS	03335500	1955-04-24	6500	A
USGS	03335500	1955-04-25	8800	A
USGS	03335500	1955-04-26	17100	A
USGS	03335500	1955-04-27	16500	A
USGS	03335500	1955-04-28	12400	A
USGS	03335500	1955-04-29	9520	A
USGS	03335500	1955-04-30	7540	A
USGS	03335500	1955-05-01	6330	A
USGS	03335500	1955-05-02	5480	A
USGS	03335500	1955-05-03	4970	A
USGS	03335500	1955-05-04	4630	A
USGS	03335500	1955-05-05	4200	A
USGS	03335500	1955-05-06	3780	A
USGS	03335500	1955-05-07	3610	A
USGS	03335500	1955-05-08	3440	A
USGS	03335500	1955-05-09	3280	A
USGS	03335500	1955-05-10	3200	A
USGS	03335500	1955-05-11	3440	A
USGS	03335500	1955-05-12	3520	A
USGS	03335500	1955-05-13	4040	A
USGS	03335500	1955-05-14	5480	A
USGS	03335500	1955-05-15	4630	A
USGS	03335500	1955-05-16	3700	A
USGS	03335500	1955-05-17	3280	A
USGS	03335500	1955-05-18	3120	A
USGS	03335500	1955-05-19	2970	A
USGS	03335500	1955-05-20	2820	A
USGS	03335500	1955-05-21	2600	A
USGS	03335500	1955-05-22	2670	A
USGS	03335500	1955-05-23	3780	A
USGS	03335500	1955-05-24	3440	A
USGS	03335500	1955-05-25	4040	A
USGS	03335500	1955-05-26	3950	A
USGS	03335500	1955-05-27	3700	A
USGS	03335500	1955-05-28	3440	A
USGS	03335500	1955-05-29	5650	A
USGS	03335500	1955-05-30	4970	A
USGS	03335500	1955-05-31	4200	A
USGS	03335500	1955-06-01	3440	A
USGS	03335500	1955-06-02	3120	A
USGS	03335500	1955-06-03	2900	A
USGS	03335500	1955-06-04	2670	A
USGS	03335500	1955-06-05	2450	A
USGS	03335500	1955-06-06	2600	A
USGS	03335500	1955-06-07	3520	A
USGS	03335500	1955-06-08	4290	A
USGS	03335500	1955-06-09	5650	A
USGS	03335500	1955-06-10	5650	A
USGS	03335500	1955-06-11	7010	A
USGS	03335500	1955-06-12	8620	A
USGS	03335500	1955-06-13	7900	A
USGS	03335500	1955-06-14	7360	A
USGS	03335500	1955-06-15	8800	A
USGS	03335500	1955-06-16	8080	A
USGS	03335500	1955-06-17	6670	A
USGS	03335500	1955-06-18	5480	A
USGS	03335500	1955-06-19	4460	A
USGS	03335500	1955-06-20	3950	A
USGS	03335500	1955-06-21	3610	A
USGS	03335500	1955-06-22	3280	A
USGS	03335500	1955-06-23	2740	A
USGS	03335500	1955-06-24	2520	A
USGS	03335500	1955-06-25	1980	A
USGS	03335500	1955-06-26	2040	A
USGS	03335500	1955-06-27	1980	A
USGS	03335500	1955-06-28	2180	A
USGS	03335500	1955-06-29	1920	A
USGS	03335500	1955-06-30	1680	A
USGS	03335500	1955-07-01	1740	A
USGS	03335500	1955-07-02	1500	A
USGS	03335500	1955-07-03	1680	A
USGS	03335500	1955-07-04	1560	A
USGS	03335500	1955-07-05	1370	A
USGS	03335500	1955-07-06	1920	A
USGS	03335500	1955-07-07	1680	A
USGS	03335500	1955-07-08	2310	A
USGS	03335500	1955-07-09	2310	A
USGS	03335500	1955-07-10	3780	A
USGS	03335500	1955-07-11	3040	A
USGS	03335500	1955-07-12	3280	A
USGS	03335500	1955-07-13	3280	A
USGS	03335500	1955-07-14	2520	A
USGS	03335500	1955-07-15	5800	A
USGS	03335500	1955-07-16	21000	A
USGS	03335500	1955-07-17	21000	A
USGS	03335500	1955-07-18	14700	A
USGS	03335500	1955-07-19	10600	A
USGS	03335500	1955-07-20	7010	A
USGS	03335500	1955-07-21	5480	A
USGS	03335500	1955-07-22	4200	A
USGS	03335500	1955-07-23	3610	A
USGS	03335500	1955-07-24	3440	A
USGS	03335500	1955-07-25	3780	A
USGS	03335500	1955-07-26	3610	A
USGS	03335500	1955-07-27	3610	A
USGS	03335500	1955-07-28	2820	A
USGS	03335500	1955-07-29	2380	A
USGS	03335500	1955-07-30	2180	A
USGS	03335500	1955-07-31	2110	A
USGS	03335500	1955-08-01	2040	A
USGS	03335500	1955-08-02	2500	A
USGS	03335500	1955-08-03	3000	A
USGS	03335500	1955-08-04	3500	A
USGS	03335500	1955-08-05	2700	A
USGS	03335500	1955-08-06	2300	A
USGS	03335500	1955-08-07	2150	A
USGS	03335500	1955-08-08	2100	A
USGS	03335500	1955-08-09	4800	A
USGS	03335500	1955-08-10	3800	A
USGS	03335500	1955-08-11	3000	A
USGS	03335500	1955-08-12	2120	A
USGS	03335500	1955-08-13	1830	A
USGS	03335500	1955-08-14	1580	A
USGS	03335500	1955-08-15	1470	A
USGS	03335500	1955-08-16	1390	A
USGS	03335500	1955-08-17	1310	A
USGS	03335500	1955-08-18	1220	A
USGS	03335500	1955-08-19	1170	A
USGS	03335500	1955-08-20	1130	A
USGS	03335500	1955-08-21	1130	A
USGS	03335500	1955-08-22	1130	A
USGS	03335500	1955-08-23	1130	A
USGS	03335500	1955-08-24	1150	A
USGS	03335500	1955-08-25	1860	A
USGS	03335500	1955-08-26	1920	A
USGS	03335500	1955-08-27	1560	A
USGS	03335500	1955-08-28	1410	A
USGS	03335500	1955-08-29	1260	A
USGS	03335500	1955-08-30	1260	A
USGS	03335500	1955-08-31	1560	A
USGS	03335500	1955-09-01	1350	A
USGS	03335500	1955-09-02	1140	A
USGS	03335500	1955-09-03	1030	A
USGS	03335500	1955-09-04	1010	A
USGS	03335500	1955-09-05	951	A
USGS	03335500	1955-09-06	933	A
USGS	03335500	1955-09-07	915	A
USGS	03335500	1955-09-08	870	A
USGS	03335500	1955-09-09	825	A
USGS	03335500	1955-09-10	780	A
USGS	03335500	1955-09-11	807	A
USGS	03335500	1955-09-12	789	A
USGS	03335500	1955-09-13	753	A
USGS	03335500	1955-09-14	753	A
USGS	03335500	1955-09-15	771	A
USGS	03335500	1955-09-16	753	A
USGS	03335500	1955-09-17	789	A
USGS	03335500	1955-09-18	798	A
USGS	03335500	1955-09-19	753	A
USGS	03335500	1955-09-20	717	A
USGS	03335500	1955-09-21	708	A
USGS	03335500	1955-09-22	735	A
USGS	03335500	1955-09-23	825	A
USGS	03335500	1955-09-24	1150	A
USGS	03335500	1955-09-25	1060	A
USGS	03335500	1955-09-26	1000	A
USGS	03335500	1955-09-27	960	A
USGS	03335500	1955-09-28	942	A
USGS	03335500	1955-09-29	1010	A
USGS	03335500	1955-09-30	1260	A
USGS	03335500	1955-10-01	1440	A
USGS	03335500	1955-10-02	1340	A
USGS	03335500	1955-10-03	1250	A
USGS	03335500	1955-10-04	1700	A
USGS	03335500	1955-10-05	3000	A
USGS	03335500	1955-10-06	5000	A
USGS	03335500	1955-10-07	9000	A
USGS	03335500	1955-10-08	17100	A
USGS	03335500	1955-10-09	15500	A
USGS	03335500	1955-10-10	12400	A
USGS	03335500	1955-10-11	9520	A
USGS	03335500	1955-10-12	7360	A
USGS	03335500	1955-10-13	5650	A
USGS	03335500	1955-10-14	4800	A
USGS	03335500	1955-10-15	3950	A
USGS	03335500	1955-10-16	3440	A
USGS	03335500	1955-10-17	2970	A
USGS	03335500	1955-10-18	2820	A
USGS	03335500	1955-10-19	2670	A
USGS	03335500	1955-10-20	2520	A
USGS	03335500	1955-10-21	2670	A
USGS	03335500	1955-10-22	3120	A
USGS	03335500	1955-10-23	2820	A
USGS	03335500	1955-10-24	2520	A
USGS	03335500	1955-10-25	2380	A
USGS	03335500	1955-10-26	2180	A
USGS	03335500	1955-10-27	2110	A
USGS	03335500	1955-10-28	2110	A
USGS	03335500	1955-10-29	2110	A
USGS	03335500	1955-10-30	1980	A
USGS	03335500	1955-10-31	1920	A
USGS	03335500	1955-11-01	1920	A
USGS	03335500	1955-11-02	2110	A
USGS	03335500	1955-11-03	8800	A
USGS	03335500	1955-11-04	17100	A
USGS	03335500	1955-11-05	19400	A
USGS	03335500	1955-11-06	15000	A
USGS	03335500	1955-11-07	11500	A
USGS	03335500	1955-11-08	9000	A
USGS	03335500	1955-11-09	6800	A
USGS	03335500	1955-11-10	5200	A
USGS	03335500	1955-11-11	4500	A
USGS	03335500	1955-11-12	4200	A
USGS	03335500	1955-11-13	4100	A
USGS	03335500	1955-11-14	4300	A
USGS	03335500	1955-11-15	4460	A
USGS	03335500	1955-11-16	8800	A
USGS	03335500	1955-11-17	17100	A
USGS	03335500	1955-11-18	21500	A
USGS	03335500	1955-11-19	18900	A
USGS	03335500	1955-11-20	14900	A
USGS	03335500	1955-11-21	12000	A
USGS	03335500	1955-11-22	10200	A
USGS	03335500	1955-11-23	9400	A
USGS	03335500	1955-11-24	9520	A
USGS	03335500	1955-11-25	10100	A
USGS	03335500	1955-11-26	8800	A
USGS	03335500	1955-11-27	7540	A
USGS	03335500	1955-11-28	6670	A
USGS	03335500	1955-11-29	5650	A
USGS	03335500	1955-11-30	4970	A
USGS	03335500	1955-12-01	4460	A
USGS	03335500	1955-12-02	4120	A
USGS	03335500	1955-12-03	4290	A
USGS	03335500	1955-12-04	4630	A
USGS	03335500	1955-12-05	5650	A
USGS	03335500	1955-12-06	6840	A
USGS	03335500	1955-12-07	6840	A
USGS	03335500	1955-12-08	5820	A
USGS	03335500	1955-12-09	4970	A
USGS	03335500	1955-12-10	4290	A
USGS	03335500	1955-12-11	3950	A
USGS	03335500	1955-12-12	3440	A
USGS	03335500	1955-12-13	2970	A
USGS	03335500	1955-12-14	2900	A
USGS	03335500	1955-12-15	2800	A
USGS	03335500	1955-12-16	2600	A
USGS	03335500	1955-12-17	2450	A
USGS	03335500	1955-12-18	2970	A
USGS	03335500	1955-12-19	2970	A
USGS	03335500	1955-12-20	2740	A
USGS	03335500	1955-12-21	2740	A
USGS	03335500	1955-12-22	2740	A
USGS	03335500	1955-12-23	2820	A
USGS	03335500	1955-12-24	2900	A
USGS	03335500	1955-12-25	2970	A
USGS	03335500	1955-12-26	2900	A
USGS	03335500	1955-12-27	2820	A
USGS	03335500	1955-12-28	2670	A
USGS	03335500	1955-12-29	2600	A
USGS	03335500	1955-12-30	2520	A
USGS	03335500	1955-12-31	2380	A
USGS	03335500	1956-01-01	2240	A
USGS	03335500	1956-01-02	2240	A
USGS	03335500	1956-01-03	2310	A
USGS	03335500	1956-01-04	2380	A
USGS	03335500	1956-01-05	2310	A
USGS	03335500	1956-01-06	2240	A
USGS	03335500	1956-01-07	2180	A
USGS	03335500	1956-01-08	2110	A
USGS	03335500	1956-01-09	1980	A
USGS	03335500	1956-01-10	1920	A
USGS	03335500	1956-01-11	1920	A
USGS	03335500	1956-01-12	2240	A
USGS	03335500	1956-01-13	2050	A
USGS	03335500	1956-01-14	1800	A
USGS	03335500	1956-01-15	1800	A
USGS	03335500	1956-01-16	1900	A
USGS	03335500	1956-01-17	1850	A
USGS	03335500	1956-01-18	1800	A
USGS	03335500	1956-01-19	1800	A
USGS	03335500	1956-01-20	1800	A
USGS	03335500	1956-01-21	1850	A
USGS	03335500	1956-01-22	1800	A
USGS	03335500	1956-01-23	1550	A
USGS	03335500	1956-01-24	1350	A
USGS	03335500	1956-01-25	1300	A
USGS	03335500	1956-01-26	1350	A
USGS	03335500	1956-01-27	1500	A
USGS	03335500	1956-01-28	1700	A
USGS	03335500	1956-01-29	1800	A
USGS	03335500	1956-01-30	1800	A
USGS	03335500	1956-01-31	1850	A
USGS	03335500	1956-02-01	2150	A
USGS	03335500	1956-02-02	2500	A
USGS	03335500	1956-02-03	3000	A
USGS	03335500	1956-02-04	3200	A
USGS	03335500	1956-02-05	3000	A
USGS	03335500	1956-02-06	2700	A
USGS	03335500	1956-02-07	2500	A
USGS	03335500	1956-02-08	2500	A
USGS	03335500	1956-02-09	4500	A
USGS	03335500	1956-02-10	9000	A
USGS	03335500	1956-02-11	15000	A
USGS	03335500	1956-02-12	12000	A
USGS	03335500	1956-02-13	8000	A
USGS	03335500	1956-02-14	7000	A
USGS	03335500	1956-02-15	13000	A
USGS	03335500	1956-02-16	16000	A
USGS	03335500	1956-02-17	15500	A
USGS	03335500	1956-02-18	15000	A
USGS	03335500	1956-02-19	19400	A
USGS	03335500	1956-02-20	22100	A
USGS	03335500	1956-02-21	17100	A
USGS	03335500	1956-02-22	14000	A
USGS	03335500	1956-02-23	12000	A
USGS	03335500	1956-02-24	11000	A
USGS	03335500	1956-02-25	17500	A
USGS	03335500	1956-02-26	28100	A
USGS	03335500	1956-02-27	29400	A
USGS	03335500	1956-02-28	26300	A
USGS	03335500	1956-02-29	18100	A
USGS	03335500	1956-03-01	13500	A
USGS	03335500	1956-03-02	13300	A
USGS	03335500	1956-03-03	14600	A
USGS	03335500	1956-03-04	13700	A
USGS	03335500	1956-03-05	14200	A
USGS	03335500	1956-03-06	12000	A
USGS	03335500	1956-03-07	16400	A
USGS	03335500	1956-03-08	21200	A
USGS	03335500	1956-03-09	19100	A
USGS	03335500	1956-03-10	15100	A
USGS	03335500	1956-03-11	12000	A
USGS	03335500	1956-03-12	9700	A
USGS	03335500	1956-03-13	8080	A
USGS	03335500	1956-03-14	7010	A
USGS	03335500	1956-03-15	6500	A
USGS	03335500	1956-03-16	6500	A
USGS	03335500	1956-03-17	6330	A
USGS	03335500	1956-03-18	6840	A
USGS	03335500	1956-03-19	7180	A
